time_days,grat_truth_day,grat_matched_day,orat_truth_day,orat_matched_day,wrat_truth_day,wrat_matched_day
3132.0,3.5106262898461167e6,3.5447253817743533e6,1146.7268667171427,1123.5502580383975,9.934869617595151e-6,1.032469685879228e-5
3163.0,3.5173886698494065e6,3.5452672973219925e6,1130.3090776561453,1107.9314653374613,9.9611184663427e-6,1.0352327228557161e-5
3193.0,3.5243625408316758e6,3.5448826241219086e6,1114.7372700079607,1093.6039390424594,9.985091426869818e-6,1.0377887561792456e-5
3224.0,3.532090254665433e6,3.544114687033938e6,1098.7687037517044,1079.6888851145006,1.0008756399985042e-5,1.0402528563664354e-5
3254.0,3.5399048991466444e6,3.5430490045657e6,1083.3647120739063,1067.0248760161737,1.0030897756363597e-5,1.042480212564397e-5
3285.0,3.5481677256711978e6,3.5413789084696285e6,1067.5092631138214,1054.7246269378777,1.0053130264866682e-5,1.0446514944837842e-5
3316.0,3.5572540934120435e6,3.5387670885188836e6,1051.9822699726842,1043.1029939295695,1.0073687513664268e-5,1.046742589622522e-5
3344.0,3.5659102396939816e6,3.535672502502522e6,1038.2146877749603,1033.0957262693853,1.00911327001373e-5,1.0485734306993022e-5
3375.0,3.574843303724053e6,3.5315155620574793e6,1023.2657755405729,1022.5409207632229,1.011019401517596e-5,1.050534264763259e-5
3405.0,3.5822362988889217e6,3.5269177387359305e6,1009.0884314624873,1012.7251968264707,1.0128891775266132e-5,1.052375046794568e-5
3436.0,3.5852945180645697e6,3.5217024788406724e6,996.0098510383319,1002.9356849926806,1.0148928004645695e-5,1.0542190951567545e-5
3466.0,3.5869626716903835e6,3.516316260304075e6,984.2511532255824,993.7537640639822,1.0167504067502974e-5,1.0559481930747286e-5
3497.0,3.588681499365451e6,3.510453010840642e6,972.3974427047098,984.559771599653,1.018588756724896e-5,1.0576749498251384e-5
3528.0,3.59060384260548e6,3.5042554402192673e6,960.634950852614,975.6323679889457,1.0203650640404828e-5,1.059349885819261e-5
3558.0,3.592490899752256e6,3.49786242987299e6,949.2974921592072,967.2408861278784,1.0220457379627033e-5,1.0609283429195708e-5
3589.0,3.5943300059434427e6,3.4906604720046706e6,937.6898763645797,958.8556545408948,1.0237441161072825e-5,1.0625240256607887e-5
3619.0,3.59591963937277e6,3.4835123464884344e6,926.679950757308,950.9787981682688,1.0253387736870224e-5,1.0640141150084166e-5
3650.0,3.5963081769894413e6,3.474654040710724e6,915.5697329347813,943.4571408419322,1.0270082267714073e-5,1.0655305713086513e-5
