time_days,grat_truth_day,grat_matched_day,orat_truth_day,orat_matched_day,wrat_truth_day,wrat_matched_day
2706.0,3.476254842804422e6,3.4594904020933835e6,1393.2382378614172,1385.8910484865683,9.408608993788289e-6,1.0039127599916019e-5
2736.0,3.4724651243362506e6,3.4624553489141306e6,1373.7892087419157,1366.0165563655412,9.462482100995144e-6,1.008087658580571e-5
2767.0,3.4688592143604076e6,3.4661347166339466e6,1354.8459603531853,1344.7636423923375,9.513839988556178e-6,1.0124102061420879e-5
2798.0,3.4692861520994543e6,3.4673207519267956e6,1335.4195557263552,1323.8843268024607,9.560750006112625e-6,1.0168161161975744e-5
2828.0,3.4704749172916207e6,3.4660289803439747e6,1316.6828130813362,1305.014725089761,9.604288884723578e-6,1.0209490116730502e-5
2859.0,3.472001165114199e6,3.4640033554219753e6,1297.7117592706436,1287.4075726259957,9.647210872962895e-6,1.0248037677008747e-5
2889.0,3.472913009778963e6,3.4625583020875743e6,1280.140989048109,1271.6656132541275,9.686793968313067e-6,1.0281452403033421e-5
2920.0,3.474966921564944e6,3.46231926579194e6,1262.5888830615559,1256.3350659567918,9.724408275152352e-6,1.0312272430468848e-5
2951.0,3.4784075687033804e6,3.4637390914692427e6,1244.9369728753734,1241.1992304923106,9.76012207395556e-6,1.0340606837804637e-5
2979.0,3.4819384583931114e6,3.466647165405222e6,1229.0212129799986,1227.2282146033751,9.791342468061036e-6,1.0364857532923854e-5
3010.0,3.4862740375174712e6,3.47402757037269e6,1211.9243506476726,1211.64340647165,9.823773869633401e-6,1.0387754913117274e-5
3040.0,3.4911464419529405e6,3.484351516152934e6,1195.8462058228088,1195.584631951702,9.85296894113005e-6,1.0408574957234688e-5
3071.0,3.4970273184379977e6,3.4968717503620936e6,1179.4574571549958,1177.5912447866397,9.881345530290922e-6,1.043070769867309e-5
3101.0,3.5038451337393583e6,3.5098841220930377e6,1163.4295597896164,1159.152347633592,9.9076190977368e-6,1.0452855731298722e-5
3132.0,3.5106262898461167e6,3.523998845096481e6,1146.7268667171427,1139.366222575807,9.934869617595151e-6,1.047607511751319e-5
3163.0,3.5173886698494065e6,3.5369897944447603e6,1130.3090776561453,1119.288573434547,9.9611184663427e-6,1.0500291342959987e-5
3193.0,3.5243625408316758e6,3.547735145521407e6,1114.7372700079607,1100.1673737790243,9.985091426869818e-6,1.0524212391219771e-5
3224.0,3.532090254665433e6,3.5547276110813557e6,1098.7687037517044,1081.9216655998384,1.0008756399985042e-5,1.0549149869394008e-5
3254.0,3.5399048991466444e6,3.5567991363488166e6,1083.3647120739063,1066.4768161268746,1.0030897756363597e-5,1.05727929322288e-5
3285.0,3.5481677256711978e6,3.558518680074933e6,1067.5092631138214,1051.909135071575,1.0053130264866682e-5,1.0594789003900655e-5
3316.0,3.5572540934120435e6,3.55989602011875e6,1051.9822699726842,1037.8921912543487,1.0073687513664268e-5,1.0615708505846496e-5
3344.0,3.5659102396939816e6,3.5604836038148613e6,1038.2146877749603,1025.6644537990053,1.00911327001373e-5,1.0634034351469621e-5
3375.0,3.574843303724053e6,3.5603033524591266e6,1023.2657755405729,1012.8266702793787,1.011019401517596e-5,1.0653451362734468e-5
3405.0,3.5822362988889217e6,3.559243303062283e6,1009.0884314624873,1001.1009000917114,1.0128891775266132e-5,1.0671432248968203e-5
3436.0,3.5852945180645697e6,3.5571059611756746e6,996.0098510383319,989.6866916386319,1.0148928004645695e-5,1.0689308064431348e-5
3466.0,3.5869626716903835e6,3.55398520903334e6,984.2511532255824,979.2631589926382,1.0167504067502974e-5,1.0706068725950143e-5
3497.0,3.588681499365451e6,3.549524496912424e6,972.3974427047098,969.2077613893588,1.018588756724896e-5,1.0722841189016753e-5
3528.0,3.59060384260548e6,3.5438292093644165e6,960.634950852614,959.8880132699002,1.0203650640404828e-5,1.073904441768239e-5
3558.0,3.592490899752256e6,3.5368049130193037e6,949.2974921592072,951.7311591640927,1.0220457379627033e-5,1.0754195344370648e-5
3589.0,3.5943300059434427e6,3.528576818614438e6,937.6898763645797,943.8480826668908,1.0237441161072825e-5,1.076939365496616e-5
3619.0,3.59591963937277e6,3.5199343849840844e6,926.679950757308,936.6191437047903,1.0253387736870224e-5,1.078367041879348e-5
3650.0,3.5963081769894413e6,3.5103698448745245e6,915.5697329347813,929.5871271739461,1.0270082267714073e-5,1.0797914087401173e-5
